,Unnamed: 0,file_id,Big_Band,Blues_Contemporary,Country_Traditional,Dance,Electronica,Experimental,Folk_International,Gospel,Grunge_Emo,Hip_Hop_Rap,Jazz_Classic,Metal_Alternative,Metal_Death,Metal_Heavy,Pop_Contemporary,Pop_Indie,Pop_Latin,Punk,Reggae,RnB_Soul,Rock_Alternative,Rock_College,Rock_Contemporary,Rock_Hard,Rock_Neo_Psychedelia,masd
17696,17696,03452a39540c43e145dd33529ce37a9e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
4578,4578,c854c485b0da416207b82f906025a8b0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
10801,10801,f667f3bba74666a80b053d9b335a046a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Pop_Indie']"
2465,2465,3c890a02bcc0601608b58c4f147e07bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
7250,7250,597d480e3c3fb2e23011577927539d6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
8293,8293,daa404c493aad56ff658d64ec5cbd31a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Country_Traditional']"
17060,17060,737d390e65c1790ffbfcd5351181bbd6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
11702,11702,e6ca9874ba1d5411b0146ccaa1c3d28a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
12615,12615,5371900e23c32e3df9acc18c6ec007ca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Big_Band', 'Pop_Contemporary']"
13225,13225,96e9aa5dddd41cc2514432853ad10941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
17521,17521,aa85c5b23e388fca0a4d9b0655da9621,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Jazz_Classic', 'Jazz_Classic']"
16937,16937,6423a690489da6d4883295684125164d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
15339,15339,664720e5da1e951392725886dc96efa0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
46,46,fc2213bfb25572147ce4ab499b87ec99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
1769,1769,59a27c8583a94e6bb8afc34bc2c7a3f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
4772,4772,be68dfdcf169497f6ea6e6b7a6b22b13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Hip_Hop_Rap', 'Experimental']"
5464,5464,03de0ec82c000a7a6a4e0f08b5c47baa,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Metal_Alternative', 'Dance', 'Dance', 'Dance']"
16629,16629,c8e6bd85ddb562b4c8f7274362afb99b,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
1975,1975,e844176e9787cdcc652df755dc2d194f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Indie']"
8531,8531,cfc0bdfa7b424843524f25b3b4ee8385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Pop_Contemporary', 'Rock_Alternative']"
11717,11717,9bdf3fff0174ecab8871d572c0882b02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['Rock_Neo_Psychedelia', 'Rock_Neo_Psychedelia']"
12218,12218,5deca5c31b99dc721b2fea704f7a112b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary']"
2185,2185,ae015614243380562db7c9d7a17275a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
7470,7470,559f4454a21cad4f25f34f6db558fd77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Electronica']"
12214,12214,8cc450fea3907d619fdd68181a1ea35a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
5575,5575,393c315584d4459ffaf7d29d02198e20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
14223,14223,6015154138b23fc9480987a92385bbd0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
3522,3522,919be0e982c5fc1827f2c541a618b7fa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
11792,11792,46b064c3d7caddd5e953f14799871122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
2343,2343,d67a4e0947696f6cfac84c8de27a7a8e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
4482,4482,934a884d0fcdd3dfaac4dfad384e6b2d,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Hip_Hop_Rap', 'Hip_Hop_Rap', 'Hip_Hop_Rap']"
1591,1591,c42ae63c54c2fae10038a9e801b7bde2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13372,13372,543f6c7fe93a54a98a0be7a3c0769883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Pop_Contemporary']"
11956,11956,d2e75ad88e2ff15b8c62c102f2b89d45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10647,10647,b269e59a0de067c6d522f355dc042bb9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
7884,7884,7cecc2b7fb3efbfeed8c784ce8d64113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
6877,6877,8319d6f2348ad20044f093d923e3be0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Pop_Contemporary']"
11412,11412,ebd16af3e8ba92dbb7194f17c08c2530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
13717,13717,94ee387eae2abb744b81cdf08c581565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8091,8091,e70ef420ad10b7d22b13a0afe0b87695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
13759,13759,4830ce641d2c4cc64a0b9f544a179403,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
464,464,b6003dc8b8b53c22d0ff1d1f6d49dd1e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
12828,12828,5d0702ee65916fd94e5e2590d7279239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Big_Band', 'Rock_Contemporary']"
7364,7364,21672cc02a0ddb54ecbcc52eea0537b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
5791,5791,ed7375e8fcbdda87df5eb25323cf61c4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
17633,17633,43a6ba7ca5e837fb4c1954ad69b0ab53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Pop_Contemporary', 'Rock_Contemporary']"
15889,15889,5bd4a02e5ce8a65f7e0edb009ee11060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
6334,6334,6625ec09f155ce7aa97c25953abaa0d4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
10248,10248,299a3f0412e5a271f983174c2257f3cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
11449,11449,ad49d3496084691b45ddfef9974778f3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
17756,17756,b5186b1e876e3221f3f817d915b4af14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Big_Band', 'Experimental']"
2856,2856,7c340215a033a8648309528ad83469ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11687,11687,168e38a203ba9cdd9c20b60456e40b3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
11161,11161,b9ce5fd616564a158b3a8b211b156d5e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13122,13122,74c102876c2fbd41396c591f8a6c5f33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
2862,2862,fb6ae095d99ba829fe6ccb80f138a097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8166,8166,6f45c24876391dcae40932d1f8917a88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Big_Band', 'RnB_Soul']"
10208,10208,155ae12f2f84fb360b70d260af3b022a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
5778,5778,9f898e4246d3aa192dead0d102a64b2a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
11479,11479,a3cccbc0dfe3178c929274e65e55c7bd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
10888,10888,06edab23d8746d61da93bdf5d397ff90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
16574,16574,5d1bd6ff2a2f3270d12777f7b9d4ff55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
992,992,13d0f2d65c34c2eb217de8ecf7213565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
13047,13047,7b34e8bb4d3fb03aa9df1958bcb15f4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
7608,7608,839197b267185fc8f61816008ae47880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
16048,16048,cd3c39bf22c694b82dd63e709ed5ae5f,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
1964,1964,c0b55daa505fa37e35e7f2fed0df08fb,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
2082,2082,ed2dd91f3b934eaa25e2ae591a1f88b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
16374,16374,9c2026ed5eb0a78eb34a38bca35c7156,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Jazz_Classic', 'Jazz_Classic', 'Dance']"
14352,14352,f79bf943a734f80e7c8d3c8bd1f65abc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
3915,3915,1080682614e1baa97b7761800246d16f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary']"
16139,16139,63e89b1c59911b3f5b5e2297d8c81c6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
12827,12827,fd5b94b156937841157f18d7390440ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
7173,7173,a1aa52b8c9f3464d3f034db07495b58c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
7038,7038,cea68f70eea2e1764cc3271f5bb4ac08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
3875,3875,564ceb9aae3b16581cbe7f3e1f0920d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
6792,6792,0717e632ef8df73b2d8e55095c5c94cb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9914,9914,6003b5c112ff8afb22525ff354821e55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
1274,1274,a3032c2d567c5ae6b6251451eadcb452,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Experimental']"
3083,3083,b99a6ccc16a4639315dafdd02e4b9a21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['Rock_Neo_Psychedelia', 'Pop_Indie']"
17743,17743,bf9d39b6c94f642060a9a1835d57f7b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
14890,14890,7f72a66ea74c56e3c505ecc142e1aae2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Metal_Alternative', 'Metal_Alternative']"
6182,6182,054df937d0a10376a7fb7b43ac41d999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
4724,4724,787c1d1352302ba1bef7fa944e71d1db,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Indie', 'Metal_Death', 'Pop_Contemporary']"
17632,17632,0f9988b57053515879000accc186bf8d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
4803,4803,00d0e5fb338b09bb6853377f7e751995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
9700,9700,812938149a836319009a582a32c1057a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary', 'Pop_Contemporary']"
12718,12718,51993540413d4aecbd5484216be53d58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Metal_Heavy']
16280,16280,5a698153d95d0ca9fc038ae6366b15e0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13289,13289,2b65381ed39cc8f241ffedc11b0b4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
8051,8051,8c0e3d8e58723ca57a174715f20e09ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11455,11455,6ebb3eeb1744b747ac09f94538b17727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Gospel']
15346,15346,1429941fc8c7d75d0c07a62939d3f946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
8004,8004,32ca1df2755a13d5cb9d131edfd95750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
10192,10192,5f6c2a29b3c62feca2b796efe0d94b6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
3009,3009,db2caac86e6e7d9d804a30f03a61664d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
4654,4654,926af6ba9379a21d7b1fe998c864aabd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Pop_Indie']"
4299,4299,20d47f4c18db82fd2a3f462658019663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary']"
16296,16296,6b3f01bcf5a1a6d6d6eda31ea5a96d9e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
7996,7996,0bbe648ef0767e9c8d8b4e6fe297ef59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
13287,13287,56a36f4c310ad41037992221803db091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
6045,6045,38a4712f2efc1802cdbd7a39730156b4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
5348,5348,12bcf908749c95ba9e3675cc37097eae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Punk']
12201,12201,90dd4b4cdca840140c69921d6b9cdaa7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['RnB_Soul']
5017,5017,76dbc371596faa3e9f80476933da6a86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
3743,3743,0d1be740159082ac0e75c40c2ed73cf1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
7051,7051,3510a028a4995152d9b1051b6bcbbd61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
11912,11912,d152c595b996723738527fd26bd6ca7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Pop_Contemporary']"
16889,16889,3d035faabe3ffcf2949bf263c293a04e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
7716,7716,6bb1872e3c4961e3638e53eb231d3a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
15788,15788,a508196d66b965b00bc4dfc6d7c483ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10645,10645,b12bb5b6540da0c4c02d353c003bd7bd,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
6759,6759,f905c467cd5db900c6ff5a75268a3b48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
2092,2092,48ddaa58399d5635087949fc4eebbcd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Pop_Contemporary']"
3011,3011,c2083cd31333d88007806bf0ffae7a28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
7908,7908,eeb3b7f3459a8ec5c89ba7091bfeca38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
1617,1617,3931543069e38b22ef533437544bee11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
1472,1472,a70404c4bace16f93880f7fce0bbeca4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
1203,1203,539c378b8a3ac2ceac51a6f8a8d5a6ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
1490,1490,82a038570d06f5be687357898ef20f4f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13888,13888,5f5e8c1d954b35fca3e21880c9244bf2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
15032,15032,f57dd46365c67a7ef8839d0fddabd9e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
3400,3400,7a214e68a9f4968fbc72bf16ae17377e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
115,115,abc065f64a0463e0f6643d2be129a8ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"['Pop_Indie', 'Rock_Neo_Psychedelia']"
9540,9540,e189947080d7085111807b3f25d52c50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Reggae']
4676,4676,6baed00fea612899249b928b8127e081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Pop_Contemporary', 'Rock_Hard', 'Pop_Contemporary']"
7357,7357,5186ab8877fe7a73bb8d6951f4861ab6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary', 'Country_Traditional']"
11651,11651,daf17d28b9a18616e173501c4300eaec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
2036,2036,0e6a8b9744090d4cca5e359854f80abb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['RnB_Soul']
1199,1199,ed47e93a664c45b20b279de765798f43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
12888,12888,3df1b700b75af36914bf71147fbb1f45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10846,10846,fed8f7996bae24c5da1997f6080d1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
14175,14175,c4336f061059f1195508d40379c6a4b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
7722,7722,03f8b7578810eab2917e045006ad52b1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
17037,17037,7d23ab9e44c1d72136ac2da0a5482fe6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13697,13697,f16994892c0627ab2f450a1ca0c54b6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
4409,4409,750a4827e07fd4f8486cb2dba5a17512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Pop_Indie', 'Rock_Contemporary']"
286,286,8c4a093b2ebdbb907a14f29c02b1eb05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Pop_Latin', 'Pop_Latin']"
6152,6152,0c1944a9c650c134f65985dbff2f70a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
8924,8924,f17697fc8ae78e53d5e4ddfd336dc2b5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Dance', 'Rock_College']"
13378,13378,ca516e7659b00cccd67f155c64120d5f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
5746,5746,f7fa0cd7faf204d1a3ab8f63a4891dbd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
3108,3108,663524c8d0d22ffd504247e02c03f7dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
9288,9288,328c8867bda31f82d7137d61bcda1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
7301,7301,1298ef60a000713a89d8a26f206a00da,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
7467,7467,90b6f96a3a5ea39fb81870ad4711dbfc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
15504,15504,3993bada5a164fe786fbf5c8ed480a28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Dance']"
1525,1525,07055bfb4e9507d2bbf57274249832f0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
